order_id,order_date,customer_id,region,category,quantity,unit_price
70,2024-03-28,33,West,Services,16,135.78
71,2025-06-03,132,West,Services,25,423.99
72,2025-03-12,135,South,Services,32,383.78
73,2025-06-12,29,East,Hardware,26,229.26
74,2024-05-07,55,East,Services,17,124.18
75,2024-02-04,65,South,Support,3,62.89
76,2024-02-02,16,South,Services,3,325.92
77,2025-03-24,110,North,Hardware,7,514.62
78,2025-03-09,51,East,Support,7,503.20
79,2025-05-01,44,West,Services,38,146.36
80,2024-09-05,139,East,Support,39,523.24
81,2024-10-18,65,West,Services,25,674.25
82,2025-06-04,64,South,Software,16,737.06
83,2024-06-14,142,North,Software,12,430.61
84,2024-11-04,196,North,Software,1,300.88
85,2024-11-01,15,West,Software,12,494.81
86,2024-03-10,40,West,Software,38,133.70
87,2024-07-25,110,East,Hardware,14,815.85
88,2024-06-02,45,East,Hardware,22,554.44
89,2024-03-19,124,South,Software,16,445.40
90,2024-04-07,49,South,Services,13,698.00
91,2024-02-27,101,East,Services,-1,823.15
92,2024-05-30,32,West,Support,20,518.66
93,2025-06-22,30,South,Software,1,158.27
94,2024-04-11,169,North,Support,6,475.13
95,2024-06-07,38,West,Hardware,11,271.36
96,2024-12-30,77,North,Software,26,269.35
97,2024-04-10,149,East,Hardware,24,845.10
98,2025-01-19,90,West,Services,3,689.64
99,2024-03-01,28,North,Software,3,278.66
100,2024-08-05,39,South,Software,35,45.25
101,2024-04-09,75,North,Services,16,
102,2025-05-11,181,East,Support,10,251.26
103,2024-06-10,171,South,Services,23,502.77
104,2025-02-17,167,North,Hardware,3,776.08
105,2024-10-17,18,South,Services,3,319.68
106,2024-10-08,169,East,Hardware,23,816.20
107,2025-05-15,141,East,Hardware,5,260.00
108,2025-02-14,72,South,Support,29,125.41
109,2025-02-04,173,South,Support,13,286.42
110,2024-09-12,164,West,Support,11,840.94
111,2024-07-12,83,East,Services,1,291.49
112,2024-06-10,138,South,Software,28,680.06
113,2025-01-22,180,West,Support,18,380.99
114,2024-09-30,113,East,Services,1,581.58
115,2025-03-19,33,North,Support,3,792.62
116,2025-02-08,26,South,Hardware,36,250.76
117,2024-03-11,210,South,Software,31,548.24
118,2024-08-27,50,North,Support,16,811.56
119,2025-06-19,174,East,Software,14,462.01
120,2025-05-01,46,West,Software,29,236.07
121,2025-02-25,124,North,Hardware,27,789.98
122,2024-09-22,13,West,Support,23,310.18
123,2024-03-17,26,North,Hardware,34,463.83
124,2024-07-09,101,South,Hardware,37,628.32
125,2024-10-26,148,South,Support,32,302.66
126,2024-02-02,191,East,Services,27,442.22
127,2024-12-16,86,East,Support,19,167.62
128,2025-06-13,33,East,Hardware,36,100.26
129,2024-01-04,57,North,Services,20,575.48
130,2024-02-04,59,North,Hardware,9,891.17
131,2024-06-30,154,West,Hardware,7,560.29
132,2024-02-19,11,East,Software,15,682.03
133,2024-02-27,32,South,Software,14,519.15
134,2025-01-22,161,East,Support,12,72.63
135,2025-05-27,104,East,Software,32,472.61
136,2024-11-13,59,West,Support,36,339.84
137,2024-10-30,24,South,Support,15,579.64
138,2025-04-18,87,West,Software,17,346.10
139,2025-01-19,4,North,Support,5,734.50
140,2024-01-27,180,East,Support,17,156.11
141,2024-03-10,101,East,Support,19,699.11
142,2024-11-12,166,West,Support,38,725.92
143,2024-10-02,14,East,Software,-1,54.01
144,2024-08-12,192,East,Services,25,517.23
145,2025-01-03,160,South,Services,36,794.23
146,2025-05-22,177,North,Services,12,385.72
147,2024-01-21,65,East,Hardware,-2,324.69
148,2024-02-09,52,South,Support,26,524.90
149,2025-02-01,38,North,Hardware,6,110.55
150,2025-02-13,206,West,Services,5,826.90
151,2024-05-22,193,North,Support,34,798.95
152,2025-05-10,126,East,Services,39,720.82
153,2025-01-12,120,West,Software,22,357.44
154,2024-05-10,22,South,Support,21,93.32
155,2024-05-02,12,South,Services,18,587.73
156,2024-06-07,160,East,Software,24,445.75
157,2024-10-09,68,South,Support,25,47.31
158,2024-03-13,7,West,Software,1,280.78
159,2024-01-03,190,West,Software,3,96.24
160,2024-10-04,114,West,Support,31,618.15
161,2024-03-25,26,South,Services,36,860.50
162,2024-09-04,25,East,Hardware,11,213.51
163,2025-01-26,169,West,Software,2,582.38
164,2024-05-12,149,North,Software,28,530.58
165,2025-02-02,130,West,Support,40,20.48
166,2025-05-21,197,South,Support,10,703.77
167,2024-07-27,69,North,Services,34,490.37
168,2024-05-06,181,East,Support,-2,21.34
169,2024-01-30,102,East,Software,9,
170,2025-05-06,171,West,Hardware,19,277.55
171,2024-12-26,82,East,Services,26,580.83
172,2024-09-03,7,North,Support,4,574.13
173,2024-12-17,14,West,Software,2,701.15
174,2024-02-27,126,North,Services,23,610.46
175,2025-06-16,20,North,Hardware,31,332.02
176,2025-03-24,52,East,Hardware,15,289.59
177,2024-10-20,171,North,Hardware,21,390.16
178,2025-02-04,30,East,Support,26,864.12
179,2024-03-17,79,South,Hardware,35,724.85
180,2024-03-09,143,South,Hardware,25,282.84
181,2024-08-17,142,West,Services,8,213.65
182,2024-08-10,97,West,Support,27,443.48
183,2024-02-11,196,West,Hardware,3,194.77
184,2024-08-28,23,East,Hardware,-3,165.40
185,2024-09-18,151,East,Services,36,515.86
186,2024-02-24,47,North,Services,20,826.91
187,2024-08-13,171,South,Hardware,5,284.27
188,2024-05-29,105,North,Hardware,28,188.93
189,2025-05-14,47,South,Support,21,228.29
190,2025-05-22,170,South,Software,36,671.08
191,2025-02-21,176,East,Support,40,459.72
192,2025-05-06,113,East,Software,36,370.98
193,2024-07-29,93,North,Support,37,273.79
194,2024-08-14,156,West,Support,6,94.94
195,2024-09-17,191,South,Services,25,756.77
196,2024-06-10,94,East,Support,11,806.15
197,2024-05-01,146,West,Software,20,269.89
198,2024-10-19,116,East,Services,8,815.58
199,2025-01-26,149,East,Hardware,12,634.96
200,2024-03-26,168,East,Support,36,777.37
201,2024-01-08,12,South,Support,27,89.67
202,2024-05-18,165,South,Support,33,424.89
203,2025-03-04,113,South,Support,40,886.85
204,2024-07-10,90,North,Support,34,292.78
205,2024-10-17,169,West,Support,27,275.69
206,2024-09-08,187,South,Hardware,19,543.25
207,2024-09-15,116,East,Hardware,1,896.39
208,2024-01-22,164,South,Hardware,19,870.27
209,2024-11-09,75,South,Hardware,25,787.59
210,2024-03-15,63,East,Services,39,537.25
211,2025-02-26,77,North,Hardware,38,374.17
212,2025-04-23,126,West,Support,28,256.80
213,2024-02-28,167,North,Software,24,579.10
214,2024-05-08,80,West,Software,3,899.29
215,2024-04-11,26,South,Software,36,306.23
216,2025-03-23,16,North,Hardware,27,579.16
217,2025-04-15,73,East,Support,14,327.03
218,2024-01-29,165,North,Hardware,14,351.92
219,2024-06-20,7,East,Hardware,34,117.42
220,2025-02-24,155,South,Services,1,64.44
221,2024-07-15,15,South,Support,30,
222,2025-04-15,196,South,Hardware,30,459.93
223,2024-05-25,135,South,Software,25,461.25
224,2024-06-08,15,South,Support,18,345.14
225,2024-04-28,162,West,Services,6,734.20
226,2024-12-29,133,South,Software,7,136.88
227,2024-05-15,49,South,Software,36,137.49
228,2025-04-22,113,West,Support,35,295.00
229,2024-05-23,32,South,Support,27,802.14
230,2025-01-12,149,North,Hardware,14,329.13
231,2024-04-16,69,South,Services,32,417.26
232,2024-11-15,106,North,Hardware,22,558.34
233,2024-01-19,40,West,Software,1,179.30
234,2024-08-28,39,East,Software,1,828.15
235,2025-04-04,168,South,Services,4,167.65
236,2024-05-30,23,East,Hardware,6,91.69
237,2024-05-04,79,North,Hardware,36,198.15
238,2024-07-28,99,South,Services,27,419.35
239,2025-04-13,171,South,Support,27,275.01
240,2024-06-07,8,East,Support,24,856.02
241,2024-09-09,191,West,Services,39,51.54
242,2025-06-27,78,North,Services,23,894.43
243,2024-05-31,46,North,Services,4,517.78
244,2024-10-31,190,West,Software,6,
245,2024-01-13,129,West,Support,10,190.90
246,2025-01-16,161,North,Support,31,39.96
247,2025-05-14,103,West,Services,29,77.94
248,2024-10-07,186,North,Software,12,69.50
249,2024-03-08,25,North,Hardware,22,62.49
250,2025-01-27,147,North,Hardware,36,375.80
251,2024-08-24,158,North,Software,26,215.19
252,2025-05-05,35,South,Support,40,835.07
253,2025-03-07,70,East,Software,39,110.00
254,2024-07-03,73,North,Hardware,18,484.86
255,2024-08-18,47,East,Software,35,
256,2025-01-17,71,East,Services,30,212.06
257,2024-07-16,149,North,Support,14,163.32
258,2024-06-29,184,South,Support,24,846.60
259,2025-02-23,13,West,Hardware,36,100.64
260,2025-04-28,174,North,Support,34,231.83
261,2024-10-08,144,South,Software,38,147.83
262,2024-12-20,6,West,Services,22,566.90
263,2024-04-19,194,West,Software,39,126.01
264,2024-04-08,105,South,Support,26,165.83
265,2024-12-31,90,South,Support,5,313.55
266,2025-06-08,67,East,Software,14,27.42
267,2024-12-28,144,North,Services,24,100.86
268,2024-09-29,103,West,Hardware,2,84.69
269,2024-07-08,125,North,Hardware,28,309.49
270,2024-09-15,168,North,Support,13,
271,2025-06-03,9,South,Services,35,289.88
272,2024-04-18,40,East,Hardware,21,63.32
273,2024-03-27,131,North,Hardware,13,257.88
274,2025-05-31,124,North,Support,36,708.05
275,2024-01-18,108,South,Services,28,261.07
276,2025-05-14,99,West,Support,2,708.71
277,2025-05-28,115,East,Support,7,759.55
278,2024-01-06,157,West,Support,21,646.40
279,2024-06-21,120,South,Software,11,666.79
280,2024-06-09,41,South,Support,13,770.68
281,2024-06-25,30,South,Software,24,
282,2024-03-20,122,North,Services,29,758.65
283,2025-01-30,10,East,Services,11,653.46
284,2024-06-01,173,West,Support,10,785.74
285,2024-03-08,131,South,Hardware,25,770.42
286,2024-05-27,154,North,Support,34,
287,2024-01-16,124,West,Support,24,215.57
288,2025-03-04,120,East,Support,2,117.94
289,2024-09-29,3,South,Support,11,28.33
290,2025-01-31,121,North,Support,29,
291,2024-02-13,107,West,Support,37,241.76
292,2024-08-20,157,North,Support,6,320.83
293,2024-12-20,89,South,Services,4,560.23
294,2024-02-18,162,North,Support,5,29.89
295,2024-06-09,131,South,Software,7,313.26
296,2024-02-23,131,West,Hardware,37,531.97
297,2025-04-15,43,South,Software,-1,170.03
298,2024-12-16,112,West,Services,3,260.47
299,2025-03-05,114,West,Software,13,303.82
300,2025-02-15,41,South,Support,20,634.26
301,2024-05-23,129,South,Support,39,692.44
302,2024-02-17,44,North,Hardware,24,835.33
303,2024-05-18,34,West,Services,10,179.47
304,2025-04-04,120,North,Services,36,103.35
305,2024-05-30,38,North,Hardware,2,140.11
306,2024-05-17,62,South,Services,37,
307,2024-07-07,151,East,Software,5,
308,2024-09-01,51,South,Hardware,22,682.88
309,2025-03-25,101,East,Hardware,5,604.13
310,2024-04-09,107,West,Software,4,192.84
311,2024-10-21,127,West,Software,12,532.31
312,2024-02-17,51,South,Software,32,881.16
313,2024-10-10,2,North,Support,23,846.66
314,2024-03-12,16,East,Services,16,221.30
315,2024-05-08,51,West,Hardware,10,851.81
316,2025-06-15,42,South,Support,13,416.60
317,2025-02-01,106,North,Services,2,302.92
318,2024-06-15,195,East,Services,28,217.62
319,2024-12-06,67,West,Services,7,301.79
320,2025-01-23,64,East,Services,12,360.18
321,2024-09-25,37,East,Software,15,447.14
322,2024-08-21,28,North,Hardware,39,483.74
323,2024-03-10,176,East,Services,37,606.48
324,2024-06-06,32,South,Support,16,859.08
325,2025-01-25,17,East,Services,9,290.79
326,2025-03-19,138,North,Hardware,32,551.09
327,2024-01-03,217,East,Services,4,427.44
328,2024-08-19,196,East,Services,16,389.41
329,2024-02-21,79,West,Hardware,32,351.41
330,2024-01-05,57,North,Services,37,570.96
331,2025-03-28,134,West,Services,5,272.64
332,2024-04-06,53,West,Software,34,166.27
333,2024-01-21,143,North,Hardware,9,90.35
334,2024-12-16,32,North,Software,2,803.22
335,2024-10-29,16,North,Hardware,31,580.94
336,2024-05-25,194,East,Support,34,885.97
337,2024-01-26,2,East,Support,31,610.73
338,2025-04-01,1,East,Support,24,489.17
339,2024-09-19,148,North,Support,23,530.94
340,2024-07-12,75,North,Services,6,834.67
341,2024-06-05,109,South,Support,6,385.32
342,2024-12-26,8,South,Hardware,30,728.38
343,2025-05-20,26,South,Software,20,860.85
344,2025-01-21,67,North,Software,18,642.70
345,2024-08-04,31,East,Support,37,691.09
346,2024-09-27,15,South,Services,23,665.37
347,2024-07-15,83,West,Software,9,301.13
348,2024-04-30,190,West,Services,12,728.81
349,2025-05-29,132,North,Services,33,366.26
350,2024-03-16,67,East,Software,28,796.40
351,2024-12-06,121,South,Hardware,12,774.64
352,2024-07-19,28,West,Hardware,11,733.31
353,2024-11-02,167,West,Services,25,178.96
354,2024-08-17,77,North,Services,34,744.00
355,2025-05-29,165,North,Services,-3,688.48
356,2024-10-10,104,South,Software,12,36.42
357,2025-02-16,80,East,Support,15,884.65
358,2025-03-11,197,East,Support,2,656.00
359,2024-06-27,86,South,Services,9,703.82
360,2025-06-25,157,East,Software,36,461.13
361,2024-09-22,44,North,Hardware,8,819.06
362,2024-10-02,104,East,Software,36,274.12
363,2024-05-01,91,East,Software,15,269.45
364,2025-05-04,112,South,Hardware,38,561.44
365,2025-01-19,119,North,Support,5,392.29
366,2024-06-16,93,South,Services,2,383.07
367,2024-12-30,200,North,Support,13,600.24
368,2024-08-20,106,North,Services,20,81.68
369,2024-12-12,176,North,Support,21,859.10
370,2024-03-12,99,West,Hardware,24,188.86
371,2024-06-28,35,East,Hardware,38,846.33
372,2025-01-01,19,North,Hardware,9,607.83
373,2025-01-16,8,North,Software,29,896.13
374,2024-05-12,1,North,Services,20,548.21
375,2025-05-12,175,South,Software,32,216.72
376,2024-02-07,85,South,Hardware,2,195.74
377,2024-04-18,157,South,Services,26,158.77
378,2025-03-24,149,East,Software,12,287.48
379,2024-07-31,22,West,Software,38,728.35
380,2024-04-11,34,North,Hardware,31,396.07
381,2025-03-17,18,North,Services,18,298.92
382,2024-09-29,103,North,Hardware,2,245.02
383,2024-07-15,101,West,Hardware,9,799.66
384,2024-02-04,72,North,Services,13,758.40
385,2024-09-29,83,South,Hardware,20,548.52
386,2024-10-09,143,East,Hardware,28,358.86
387,2025-04-09,5,South,Software,2,794.57
388,2024-09-02,47,North,Support,40,447.41
389,2025-01-27,128,East,Hardware,34,329.94
390,2024-10-15,193,North,Hardware,15,55.55
391,2025-01-10,130,North,Services,24,674.84
392,2024-04-20,135,West,Hardware,3,514.48
393,2024-12-09,59,South,Software,29,483.15
394,2025-05-09,100,South,Hardware,3,73.44
395,2024-01-15,82,South,Hardware,7,342.23
396,2024-05-05,65,West,Support,11,846.05
397,2024-10-21,31,South,Support,10,169.89
398,2025-05-24,182,North,Software,-1,118.11
399,2025-02-04,139,West,Hardware,13,852.77
400,2024-09-30,152,North,Support,-2,513.13
401,2025-04-22,112,North,Software,34,876.06
402,2024-09-10,166,North,Support,23,374.03
403,2025-05-15,137,East,Hardware,2,334.34
404,2024-05-15,87,East,Support,39,503.59
405,2024-11-22,93,West,Support,23,777.80
406,2025-01-21,29,South,Support,6,586.78
407,2024-01-29,83,West,Hardware,10,771.97
408,2024-06-02,13,South,Hardware,15,869.67
409,2024-01-10,105,South,Services,6,37.54
410,2025-05-28,187,South,Software,6,89.17
411,2025-01-08,176,North,Software,-3,279.29
412,2024-06-25,157,South,Hardware,20,736.11
413,2025-03-02,185,West,Software,27,353.66
414,2025-05-19,171,East,Services,1,781.78
415,2024-12-05,178,West,Support,1,293.08
416,2024-08-23,2,North,Support,1,630.79
417,2024-02-26,92,East,Hardware,21,577.74
418,2025-05-13,123,West,Support,5,267.47
419,2024-09-06,72,West,Support,22,822.38
420,2024-10-08,134,North,Support,22,115.80
421,2024-09-13,43,North,Support,15,315.49
422,2024-07-01,72,North,Services,30,214.37
423,2024-12-23,117,East,Hardware,32,447.60
424,2024-06-08,177,East,Software,6,
425,2024-04-04,137,West,Software,31,875.14
426,2024-04-29,102,North,Software,17,109.26
427,2025-06-09,71,West,Support,26,293.02
428,2025-03-30,89,West,Software,17,
429,2024-12-31,196,West,Services,6,286.45
430,2025-04-22,196,East,Support,19,271.87
431,2024-03-19,168,East,Support,21,222.43
432,2024-06-17,2,South,Services,16,434.54
433,2024-04-09,76,North,Hardware,20,298.36
434,2024-10-30,95,North,Support,18,810.88
435,2025-04-20,2,North,Services,10,247.01
436,2024-11-26,28,South,Support,26,892.51
437,2024-08-18,97,North,Services,14,255.68
438,2024-06-18,99,North,Support,3,264.81
439,2024-10-28,155,East,Services,34,442.83
440,2024-05-09,5,South,Support,10,560.61
441,2025-02-28,48,West,Software,17,51.25
442,2024-05-02,44,East,Software,1,85.58
443,2024-05-13,25,West,Support,2,108.79
444,2024-10-10,118,East,Software,9,872.14
445,2025-06-10,56,West,Services,27,526.30
446,2024-03-07,45,South,Software,10,838.75
447,2024-10-18,152,South,Software,37,227.29
448,2025-05-07,95,East,Software,17,707.58
449,2025-01-27,30,West,Hardware,21,176.99
450,2025-04-21,169,South,Support,32,780.81
451,2024-03-29,112,East,Support,1,487.89
452,2024-01-09,121,North,Software,27,832.53
453,2024-01-16,182,East,Support,34,685.07
454,2024-04-06,52,East,Support,38,305.44
455,2024-09-20,59,North,Services,33,632.58
456,2025-03-14,194,South,Hardware,26,712.14
457,2024-07-09,199,North,Services,7,876.56
458,2024-09-10,134,South,Services,-3,878.11
459,2024-12-10,6,North,Services,32,56.29
460,2024-02-27,151,North,Services,4,375.30
461,2025-03-01,72,South,Hardware,38,94.12
462,2024-12-27,127,South,Hardware,31,841.84
463,2024-05-14,162,North,Services,10,460.10
464,2025-04-06,13,South,Services,14,184.32
465,2024-05-24,61,South,Hardware,11,523.30
466,2025-05-21,42,East,Support,23,102.37
467,2024-12-22,89,North,Services,29,379.55
468,2024-02-08,172,East,Software,24,536.37
469,2024-12-04,191,East,Hardware,3,742.04
470,2024-05-26,92,West,Software,27,238.07
471,2025-05-26,18,East,Services,35,173.67
472,2024-12-18,5,West,Software,31,325.07
473,2025-01-25,81,East,Software,1,
474,2025-06-14,169,East,Software,38,344.31
475,2024-09-19,126,East,Software,34,154.77
476,2025-02-04,19,East,Services,6,326.46
477,2024-09-19,27,South,Support,23,206.73
478,2024-09-03,163,South,Services,12,247.81
479,2024-11-29,47,North,Hardware,23,884.97
480,2025-03-11,16,East,Services,15,602.70
481,2024-04-04,132,West,Support,9,509.96
482,2024-07-09,140,South,Support,12,219.89
483,2024-11-10,10,North,Hardware,11,20.00
484,2025-06-18,28,South,Support,18,277.62
485,2025-03-08,63,West,Services,3,349.09
486,2025-05-05,126,South,Software,3,325.77
487,2025-02-03,96,North,Services,11,163.54
488,2024-05-05,198,North,Hardware,29,247.19
489,2025-06-25,35,West,Services,14,586.13
490,2024-05-11,10,East,Support,26,699.88
491,2024-01-09,190,West,Software,25,785.98
492,2024-11-09,173,South,Support,32,149.32
493,2025-01-01,93,West,Support,6,195.20
494,2024-12-25,84,North,Support,30,259.78
495,2024-05-24,13,South,Software,15,531.33
496,2024-03-06,45,East,Software,3,216.31
497,2025-01-11,119,South,Services,31,618.97
498,2025-04-10,138,East,Services,30,518.36
499,2024-12-22,171,East,Support,8,720.23
500,2025-03-15,18,North,Software,-3,565.51
501,2024-02-02,144,North,Support,8,331.14
502,2025-03-08,105,East,Software,10,570.38
503,2025-04-06,106,South,Services,29,536.61
504,2024-05-27,66,East,Support,36,453.77
505,2025-03-24,165,East,Support,-2,45.42
506,2024-09-20,158,West,Services,30,339.90
507,2025-05-14,65,West,Hardware,31,542.69
508,2024-02-01,113,North,Software,31,619.50
509,2024-08-29,184,South,Support,27,482.78
510,2024-01-01,101,North,Support,25,293.61
511,2025-04-16,104,West,Hardware,6,183.36
512,2025-06-01,13,East,Support,35,415.35
513,2025-06-20,194,West,Services,33,493.88
514,2025-04-06,169,East,Support,40,610.95
515,2025-06-08,70,West,Support,17,21.26
516,2024-05-26,123,East,Software,8,257.20
517,2024-07-16,53,South,Support,-2,78.46
518,2024-12-28,105,South,Hardware,19,885.27
519,2024-04-27,72,North,Support,5,233.98
520,2024-01-20,14,West,Support,36,404.46
521,2025-03-06,104,West,Hardware,12,669.32
522,2024-09-24,91,East,Software,4,267.12
523,2024-07-15,15,East,Software,11,169.29
524,2024-01-12,89,East,Software,-3,383.89
525,2024-07-22,143,North,Services,17,429.55
526,2024-07-04,81,North,Services,15,652.38
527,2024-04-05,36,South,Hardware,23,106.74
528,2025-04-29,47,North,Services,12,459.26
529,2025-03-02,185,North,Software,1,811.45
530,2025-04-29,47,South,Support,26,264.86
531,2024-05-31,37,West,Support,37,93.21
532,2024-06-07,64,South,Services,4,570.66
533,2024-04-04,5,North,Services,4,150.87
534,2024-12-30,17,East,Software,25,133.79
535,2024-05-04,67,East,Support,14,498.59
536,2024-03-08,5,North,Support,36,255.36
537,2024-09-10,104,West,Services,38,141.95
538,2025-01-15,127,East,Hardware,31,784.33
539,2025-06-22,131,North,Support,29,757.57
540,2025-05-07,37,West,Hardware,5,729.00
541,2024-08-26,74,East,Hardware,3,409.47
542,2025-04-06,40,South,Services,31,621.47
543,2025-06-03,4,South,Support,34,132.35
544,2025-02-02,52,East,Software,11,266.21
545,2025-04-18,159,South,Software,10,871.18
546,2025-04-30,159,South,Services,8,821.69
547,2024-11-11,192,South,Services,10,55.66
548,2024-11-03,54,East,Support,14,588.99
549,2024-09-18,110,East,Software,13,547.72
550,2025-02-14,178,South,Support,14,468.02
551,2025-05-05,200,North,Support,36,361.40
552,2025-02-10,2,West,Hardware,15,306.22
553,2025-01-03,190,West,Services,36,529.41
554,2024-11-28,181,West,Software,14,484.71
555,2024-06-28,86,West,Support,23,71.39
556,2024-12-08,53,North,Software,25,740.18
557,2024-09-27,137,North,Software,5,168.19
558,2025-01-05,143,East,Software,8,71.97
559,2024-11-12,39,West,Support,19,86.70
560,2025-06-04,48,South,Hardware,16,564.33
561,2025-05-06,52,East,Software,2,266.93
562,2024-02-13,18,South,Services,14,365.44
563,2025-02-23,175,North,Services,40,605.61
564,2024-10-24,156,East,Software,8,133.73
565,2024-06-09,156,North,Support,9,329.67
566,2025-05-31,39,South,Support,28,789.36
567,2024-04-04,30,North,Hardware,2,
568,2025-04-08,155,North,Hardware,18,137.57
569,2024-12-12,96,East,Services,4,879.87
570,2025-04-19,29,South,Hardware,26,57.87
571,2024-02-27,169,West,Software,24,708.94
572,2025-02-13,191,West,Hardware,20,832.46
573,2025-05-11,107,South,Software,37,668.08
574,2024-11-27,104,South,Software,5,
575,2024-05-22,98,East,Services,22,246.34
576,2024-02-17,165,South,Software,1,138.73
577,2024-11-05,167,West,Services,33,574.15
578,2024-07-26,137,East,Support,10,674.55
579,2024-02-11,82,South,Software,34,69.08
580,2025-06-09,53,North,Software,12,857.98
581,2024-06-28,84,North,Software,9,70.24
582,2025-04-13,23,East,Hardware,-1,25.31
583,2024-08-05,38,North,Services,38,157.98
584,2024-06-15,50,South,Support,36,514.77
585,2025-04-26,129,West,Support,33,589.04
586,2024-05-13,105,North,Software,22,792.63
587,2024-10-26,178,West,Services,30,862.91
588,2024-04-09,12,West,Hardware,21,218.32
589,2024-09-19,157,East,Software,17,531.70
590,2024-03-29,39,South,Services,23,561.66
591,2025-04-01,39,East,Services,11,839.27
592,2025-02-15,4,West,Hardware,16,688.77
593,2024-04-01,200,West,Software,17,
594,2025-02-14,172,West,Hardware,10,541.22
595,2024-03-30,66,West,Services,21,714.28
596,2024-02-02,17,North,Software,1,211.16
597,2025-04-17,97,East,Hardware,28,499.48
598,2025-02-27,174,South,Support,32,829.44
599,2024-10-04,46,West,Services,25,67.85
600,2025-02-07,95,South,Support,2,462.28
601,2024-10-22,60,North,Support,32,802.17
602,2025-01-15,140,South,Support,11,779.72
603,2024-02-13,12,East,Support,39,393.21
604,2024-08-24,126,North,Software,20,634.66
605,2025-03-07,139,North,Support,5,350.82
606,2024-12-07,58,East,Software,3,526.08
607,2024-02-28,156,South,Hardware,14,811.67
608,2025-06-25,135,East,Hardware,21,128.80
609,2024-07-15,111,North,Services,5,625.69
610,2025-06-07,105,South,Hardware,9,91.70
611,2024-07-27,13,South,Support,23,343.11
612,2024-05-27,14,East,Hardware,31,357.47
613,2024-01-29,79,East,Software,11,421.82
614,2024-10-02,95,West,Hardware,19,575.42
615,2024-06-30,21,North,Hardware,22,897.68
616,2024-05-13,84,West,Services,35,196.75
617,2024-05-17,102,East,Services,19,874.42
618,2024-10-25,78,East,Services,3,178.99
619,2025-04-27,184,West,Software,31,245.71
620,2024-03-31,105,South,Software,32,536.46
621,2024-04-08,128,South,Services,36,734.38
622,2024-11-09,128,East,Support,13,744.16
623,2025-02-27,203,South,Support,1,617.35
